column_name,data_type,is_key,business_description
sale_cat_norm,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
emp_id_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
inv_qty_v2,INTEGER,NONE,secondary reference index for cross-table lookup
dept_cat_fk,DATETIME,FOREIGN,status flag indicating current operational state
order_code_sys,INTEGER,NONE,categorical label for domain classification
user_id_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
user_dt_fk,UUID,FOREIGN,normalized quantitative value for aggregate reporting
prod_cat_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
emp_uuid_norm,UUID,NONE,status flag indicating current operational state
cust_stat_sys,VARCHAR(255),NONE,secondary reference index for cross-table lookup
addr_uuid_v2,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
emp_stat_sys,DATETIME,NONE,secondary reference index for cross-table lookup
user_name_sys,UUID,NONE,secondary reference index for cross-table lookup
supp_amt_fk,"DECIMAL(10,2)",FOREIGN,secondary reference index for cross-table lookup
sale_ref_sys,"DECIMAL(10,2)",NONE,unique identifier for the primary record
dept_code_fk,VARCHAR(255),FOREIGN,temporal marker for transaction lifecycle
dept_qty_pk,DATETIME,PRIMARY,status flag indicating current operational state
txn_ref_01,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
prod_stat_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
cust_cat_norm,DATETIME,NONE,temporal marker for transaction lifecycle
user_code_fk,INTEGER,FOREIGN,temporal marker for transaction lifecycle
sale_stat_v2,INTEGER,NONE,secondary reference index for cross-table lookup
cust_id_raw,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
cust_dt_01,DATETIME,NONE,unique identifier for the primary record
order_stat_raw,DATETIME,NONE,temporal marker for transaction lifecycle
prod_code_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
dept_amt_norm,INTEGER,NONE,categorical label for domain classification
inv_desc_norm,DATETIME,NONE,temporal marker for transaction lifecycle
addr_qty_v2,INTEGER,NONE,status flag indicating current operational state
emp_dt_pk,INTEGER,PRIMARY,categorical label for domain classification
order_dt_v2,UUID,NONE,descriptive string for human-readable indexing
emp_code_pk,"DECIMAL(10,2)",PRIMARY,categorical label for domain classification
txn_stat_raw,UUID,NONE,unique identifier for the primary record
cust_amt_sys,INTEGER,NONE,secondary reference index for cross-table lookup
prod_stat_norm,INTEGER,NONE,unique identifier for the primary record
dept_amt_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
order_uuid_v2,INTEGER,NONE,secondary reference index for cross-table lookup
dept_stat_raw,UUID,NONE,secondary reference index for cross-table lookup
prod_id_01,INTEGER,NONE,temporal marker for transaction lifecycle
dept_id_raw,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
prod_qty_v2,DATETIME,NONE,descriptive string for human-readable indexing
user_id_sys,UUID,NONE,unique identifier for the primary record
inv_ref_norm,INTEGER,NONE,foreign key mapping to parent entity relational graph
inv_uuid_sys,UUID,NONE,descriptive string for human-readable indexing
addr_id_fk,DATETIME,FOREIGN,temporal marker for transaction lifecycle
cust_id_sys,VARCHAR(255),NONE,normalized quantitative value for aggregate reporting
emp_cat_raw,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
cust_cat_sys,INTEGER,NONE,temporal marker for transaction lifecycle
emp_desc_01,INTEGER,NONE,unique identifier for the primary record
user_name_01,INTEGER,NONE,secondary reference index for cross-table lookup
emp_name_norm,DATETIME,NONE,temporal marker for transaction lifecycle
cust_uuid_raw,VARCHAR(255),NONE,unique identifier for the primary record
dept_id_01,UUID,NONE,secondary reference index for cross-table lookup
txn_qty_sys,VARCHAR(255),NONE,temporal marker for transaction lifecycle
order_id_pk,INTEGER,PRIMARY,status flag indicating current operational state
supp_id_pk,VARCHAR(255),PRIMARY,unique identifier for the primary record
dept_uuid_01,INTEGER,NONE,status flag indicating current operational state
supp_dt_raw,INTEGER,NONE,foreign key mapping to parent entity relational graph
addr_stat_norm,INTEGER,NONE,normalized quantitative value for aggregate reporting
emp_uuid_fk,VARCHAR(255),FOREIGN,descriptive string for human-readable indexing
dept_name_v2,INTEGER,NONE,normalized quantitative value for aggregate reporting
dept_code_pk,UUID,PRIMARY,normalized quantitative value for aggregate reporting
emp_code_fk,"DECIMAL(10,2)",FOREIGN,normalized quantitative value for aggregate reporting
dept_desc_pk,DATETIME,PRIMARY,foreign key mapping to parent entity relational graph
sale_stat_norm,UUID,NONE,foreign key mapping to parent entity relational graph
prod_stat_01,VARCHAR(255),NONE,unique identifier for the primary record
prod_cat_fk,"DECIMAL(10,2)",FOREIGN,unique identifier for the primary record
cust_stat_sys,DATETIME,NONE,status flag indicating current operational state
txn_code_fk,"DECIMAL(10,2)",FOREIGN,temporal marker for transaction lifecycle
prod_amt_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
txn_stat_fk,UUID,FOREIGN,temporal marker for transaction lifecycle
addr_dt_pk,UUID,PRIMARY,descriptive string for human-readable indexing
user_code_01,VARCHAR(255),NONE,unique identifier for the primary record
cust_ref_norm,INTEGER,NONE,secondary reference index for cross-table lookup
supp_cat_v2,INTEGER,NONE,temporal marker for transaction lifecycle
supp_stat_01,UUID,NONE,temporal marker for transaction lifecycle
addr_cat_raw,DATETIME,NONE,normalized quantitative value for aggregate reporting
dept_dt_v2,DATETIME,NONE,temporal marker for transaction lifecycle
sale_desc_pk,DATETIME,PRIMARY,temporal marker for transaction lifecycle
order_qty_pk,DATETIME,PRIMARY,status flag indicating current operational state
addr_amt_fk,DATETIME,FOREIGN,categorical label for domain classification
user_amt_01,DATETIME,NONE,temporal marker for transaction lifecycle
user_uuid_v2,UUID,NONE,unique identifier for the primary record
inv_qty_fk,UUID,FOREIGN,status flag indicating current operational state
prod_stat_01,INTEGER,NONE,categorical label for domain classification
cust_amt_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
supp_code_raw,DATETIME,NONE,descriptive string for human-readable indexing
prod_uuid_norm,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
inv_stat_01,DATETIME,NONE,categorical label for domain classification
supp_dt_raw,INTEGER,NONE,temporal marker for transaction lifecycle
supp_cat_fk,VARCHAR(255),FOREIGN,categorical label for domain classification
addr_name_pk,INTEGER,PRIMARY,temporal marker for transaction lifecycle
cust_ref_pk,"DECIMAL(10,2)",PRIMARY,normalized quantitative value for aggregate reporting
emp_dt_01,UUID,NONE,foreign key mapping to parent entity relational graph
order_ref_raw,VARCHAR(255),NONE,secondary reference index for cross-table lookup
emp_uuid_raw,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
supp_amt_pk,INTEGER,PRIMARY,normalized quantitative value for aggregate reporting
prod_qty_pk,"DECIMAL(10,2)",PRIMARY,temporal marker for transaction lifecycle
addr_dt_raw,VARCHAR(255),NONE,secondary reference index for cross-table lookup
sale_amt_01,INTEGER,NONE,descriptive string for human-readable indexing
dept_cat_01,"DECIMAL(10,2)",NONE,categorical label for domain classification
inv_dt_01,VARCHAR(255),NONE,descriptive string for human-readable indexing
order_name_01,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
prod_desc_01,UUID,NONE,descriptive string for human-readable indexing
supp_cat_norm,DATETIME,NONE,categorical label for domain classification
prod_stat_sys,UUID,NONE,status flag indicating current operational state
dept_name_01,"DECIMAL(10,2)",NONE,categorical label for domain classification
user_id_norm,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
inv_name_sys,INTEGER,NONE,temporal marker for transaction lifecycle
inv_ref_sys,UUID,NONE,secondary reference index for cross-table lookup
emp_ref_raw,"DECIMAL(10,2)",NONE,unique identifier for the primary record
cust_amt_pk,UUID,PRIMARY,descriptive string for human-readable indexing
order_stat_sys,"DECIMAL(10,2)",NONE,categorical label for domain classification
user_qty_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
inv_cat_pk,DATETIME,PRIMARY,temporal marker for transaction lifecycle
dept_uuid_fk,DATETIME,FOREIGN,normalized quantitative value for aggregate reporting
inv_code_01,UUID,NONE,temporal marker for transaction lifecycle
user_dt_raw,UUID,NONE,descriptive string for human-readable indexing
txn_id_norm,VARCHAR(255),NONE,status flag indicating current operational state
prod_uuid_pk,UUID,PRIMARY,unique identifier for the primary record
addr_cat_01,DATETIME,NONE,temporal marker for transaction lifecycle
emp_dt_v2,INTEGER,NONE,descriptive string for human-readable indexing
supp_cat_v2,"DECIMAL(10,2)",NONE,unique identifier for the primary record
prod_id_01,VARCHAR(255),NONE,unique identifier for the primary record
dept_qty_fk,VARCHAR(255),FOREIGN,categorical label for domain classification
cust_id_sys,DATETIME,NONE,normalized quantitative value for aggregate reporting
txn_dt_sys,INTEGER,NONE,unique identifier for the primary record
sale_id_v2,INTEGER,NONE,secondary reference index for cross-table lookup
addr_cat_pk,INTEGER,PRIMARY,unique identifier for the primary record
cust_uuid_sys,"DECIMAL(10,2)",NONE,status flag indicating current operational state
order_amt_sys,VARCHAR(255),NONE,descriptive string for human-readable indexing
user_code_raw,INTEGER,NONE,unique identifier for the primary record
sale_uuid_raw,UUID,NONE,temporal marker for transaction lifecycle
txn_dt_01,"DECIMAL(10,2)",NONE,status flag indicating current operational state
supp_dt_raw,"DECIMAL(10,2)",NONE,unique identifier for the primary record
supp_id_fk,INTEGER,FOREIGN,categorical label for domain classification
cust_stat_norm,INTEGER,NONE,descriptive string for human-readable indexing
sale_id_v2,UUID,NONE,temporal marker for transaction lifecycle
order_uuid_sys,DATETIME,NONE,status flag indicating current operational state
supp_code_sys,DATETIME,NONE,normalized quantitative value for aggregate reporting
supp_cat_fk,INTEGER,FOREIGN,foreign key mapping to parent entity relational graph
cust_dt_v2,INTEGER,NONE,foreign key mapping to parent entity relational graph
sale_stat_sys,DATETIME,NONE,temporal marker for transaction lifecycle
txn_qty_pk,DATETIME,PRIMARY,normalized quantitative value for aggregate reporting
user_amt_sys,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
dept_dt_v2,VARCHAR(255),NONE,temporal marker for transaction lifecycle
prod_qty_v2,DATETIME,NONE,temporal marker for transaction lifecycle
txn_qty_raw,INTEGER,NONE,descriptive string for human-readable indexing
user_amt_norm,DATETIME,NONE,categorical label for domain classification
order_id_norm,DATETIME,NONE,status flag indicating current operational state
supp_name_01,DATETIME,NONE,status flag indicating current operational state
cust_amt_norm,"DECIMAL(10,2)",NONE,descriptive string for human-readable indexing
inv_uuid_fk,VARCHAR(255),FOREIGN,unique identifier for the primary record
inv_code_sys,UUID,NONE,temporal marker for transaction lifecycle
user_uuid_norm,"DECIMAL(10,2)",NONE,secondary reference index for cross-table lookup
order_amt_v2,"DECIMAL(10,2)",NONE,categorical label for domain classification
sale_cat_fk,UUID,FOREIGN,descriptive string for human-readable indexing
supp_amt_raw,INTEGER,NONE,secondary reference index for cross-table lookup
prod_desc_sys,DATETIME,NONE,unique identifier for the primary record
order_dt_pk,UUID,PRIMARY,foreign key mapping to parent entity relational graph
txn_name_v2,DATETIME,NONE,normalized quantitative value for aggregate reporting
dept_ref_norm,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
emp_ref_pk,"DECIMAL(10,2)",PRIMARY,secondary reference index for cross-table lookup
user_desc_pk,VARCHAR(255),PRIMARY,secondary reference index for cross-table lookup
dept_amt_01,VARCHAR(255),NONE,status flag indicating current operational state
order_dt_raw,UUID,NONE,descriptive string for human-readable indexing
inv_amt_fk,DATETIME,FOREIGN,categorical label for domain classification
addr_stat_pk,UUID,PRIMARY,unique identifier for the primary record
cust_id_pk,"DECIMAL(10,2)",PRIMARY,foreign key mapping to parent entity relational graph
user_amt_sys,INTEGER,NONE,normalized quantitative value for aggregate reporting
emp_stat_raw,"DECIMAL(10,2)",NONE,categorical label for domain classification
dept_amt_norm,"DECIMAL(10,2)",NONE,temporal marker for transaction lifecycle
sale_uuid_v2,VARCHAR(255),NONE,unique identifier for the primary record
inv_cat_01,DATETIME,NONE,descriptive string for human-readable indexing
addr_amt_pk,UUID,PRIMARY,temporal marker for transaction lifecycle
emp_qty_01,VARCHAR(255),NONE,status flag indicating current operational state
sale_amt_pk,UUID,PRIMARY,categorical label for domain classification
order_dt_norm,"DECIMAL(10,2)",NONE,status flag indicating current operational state
prod_desc_norm,DATETIME,NONE,foreign key mapping to parent entity relational graph
inv_name_01,INTEGER,NONE,normalized quantitative value for aggregate reporting
cust_amt_fk,INTEGER,FOREIGN,unique identifier for the primary record
supp_qty_norm,VARCHAR(255),NONE,temporal marker for transaction lifecycle
txn_name_sys,DATETIME,NONE,secondary reference index for cross-table lookup
dept_ref_v2,"DECIMAL(10,2)",NONE,normalized quantitative value for aggregate reporting
order_name_norm,INTEGER,NONE,temporal marker for transaction lifecycle
order_desc_01,DATETIME,NONE,normalized quantitative value for aggregate reporting
prod_dt_sys,VARCHAR(255),NONE,unique identifier for the primary record
inv_desc_sys,"DECIMAL(10,2)",NONE,foreign key mapping to parent entity relational graph
addr_stat_norm,DATETIME,NONE,temporal marker for transaction lifecycle
dept_name_v2,UUID,NONE,status flag indicating current operational state
emp_ref_pk,VARCHAR(255),PRIMARY,descriptive string for human-readable indexing
